"size","gender","age","edu","wealthC"
8,"1",22,0,4
8,"1",32,2,4
8,"2",25,2,4
8,"2",28,2,4
8,"1",5,0,4
8,"1",3,0,4
8,"2",1,0,4
8,"1",5,0,4
8,"1",3,0,4
3,"2",25,2,5
3,"1",28,3,5
3,"1",3,0,5
2,"1",30,2,4
2,"2",15,1,4
1,"1",29,2,5
3,"1",33,2,5
3,"2",23,1,5
3,"2",1,0,5
2,"2",23,0,5
2,"2",6,0,5
3,"2",24,2,5
3,"1",6,0,5
3,"2",0,0,5
4,"1",29,0,5
4,"2",25,0,5
4,"2",4,0,5
4,"2",0,0,5
3,"2",36,2,5
3,"1",15,1,5
3,"2",6,0,5
5,"1",29,2,5
5,"2",28,1,5
5,"1",6,0,5
5,"2",1,0,5
5,"1",5,0,5
12,"1",49,1,5
12,"2",38,0,5
12,"2",69,0,5
12,"2",15,1,5
12,"2",12,1,5
12,"1",8,0,5
12,"1",9,0,5
12,"2",3,0,5
12,"1",15,2,5
12,"2",0,0,5
12,"1",11,1,5
12,"1",7,0,5
6,"1",53,2,4
6,"2",40,1,4
6,"2",70,0,4
6,"2",20,2,4
6,"1",17,2,4
6,"2",11,1,4
3,"1",62,1,5
3,"2",18,2,5
3,"1",18,1,5
3,"1",31,2,5
3,"2",26,2,5
3,"2",6,0,5
3,"1",24,3,4
3,"2",23,2,4
3,"2",10,0,4
6,"1",34,2,5
6,"2",33,2,5
6,"2",5,0,5
6,"2",2,0,5
6,"1",3,0,5
6,"1",13,1,5
2,"1",29,2,5
2,"1",70,2,5
6,"2",47,0,4
6,"1",19,2,4
6,"2",25,2,4
6,"2",4,0,4
6,"2",13,1,4
6,"2",12,1,4
3,"2",18,1,5
3,"1",34,2,5
3,"1",0,0,5
6,"1",72,0,5
6,"2",22,2,5
6,"1",21,1,5
6,"1",39,2,5
6,"1",7,0,5
6,"1",26,2,5
1,"1",30,2,5
5,"1",35,1,5
5,"2",21,0,5
5,"1",0,0,5
5,"2",9,0,5
5,"2",18,0,5
6,"1",40,2,4
6,"2",26,0,4
6,"1",7,0,4
6,"1",13,1,4
6,"1",7,0,4
6,"2",15,1,4
2,"2",21,2,5
2,"2",0,0,5
1,"1",25,2,5
5,"1",32,1,5
5,"2",20,0,5
5,"2",9,0,5
5,"1",2,0,5
5,"2",0,0,5
1,"1",39,2,5
2,"1",27,2,4
2,"2",22,2,4
4,"2",37,2,5
4,"1",49,3,5
4,"1",17,2,5
4,"2",21,2,5
1,"1",22,2,4
1,"1",47,0,4
3,"1",22,0,4
3,"2",19,1,4
3,"1",1,0,4
1,"1",26,2,4
10,"1",31,2,5
10,"2",26,2,5
10,"2",32,2,5
10,"1",4,0,5
10,"2",9,0,5
10,"2",10,1,5
10,"2",12,1,5
10,"1",1,0,5
10,"1",19,2,5
10,"2",4,0,5
4,"2",29,1,4
4,"1",32,2,4
4,"2",14,1,4
4,"2",3,0,4
1,"2",31,0,4
7,"2",63,2,5
7,"2",18,2,5
7,"2",8,1,5
7,"2",10,1,5
7,"2",4,0,5
7,"2",4,0,5
7,"2",2,0,5
12,"1",56,3,5
12,"2",57,0,5
12,"2",27,3,5
12,"2",21,3,5
12,"2",17,1,5
12,"2",15,1,5
12,"2",18,2,5
12,"2",5,0,5
12,"1",25,2,5
12,"2",14,1,5
12,"2",23,2,5
12,"2",10,0,5
5,"2",60,1,4
5,"2",29,1,4
5,"2",12,1,4
5,"1",10,1,4
5,"1",9,1,4
5,"1",28,2,4
5,"2",27,0,4
5,"1",9,0,4
5,"1",7,0,4
5,"1",0,0,4
10,"1",45,3,5
10,"2",38,3,5
10,"1",29,3,5
10,"2",20,3,5
10,"2",12,2,5
10,"2",8,1,5
10,"2",6,1,5
10,"1",2,0,5
10,"1",8,1,5
10,"2",7,0,5
4,"1",47,2,4
4,"2",29,2,4
4,"2",9,1,4
4,"2",15,1,4
1,"1",43,3,4
3,"1",32,0,4
3,"2",18,2,4
3,"1",0,0,4
1,"1",30,3,4
1,"1",27,2,4
6,"1",35,2,5
6,"2",33,2,5
6,"1",12,1,5
6,"2",10,1,5
6,"2",3,0,5
6,"2",68,2,5
1,"1",29,3,5
1,"1",53,2,4
1,"1",20,2,4
4,"1",53,2,5
4,"2",46,2,5
4,"1",21,2,5
4,"2",13,1,5
9,"1",48,2,4
9,"2",38,2,4
9,"1",20,2,4
9,"2",18,2,4
9,"2",16,2,4
9,"1",14,1,4
9,"2",11,1,4
9,"2",8,1,4
9,"2",3,0,4
1,"1",26,2,4
6,"2",46,2,4
6,"1",49,3,4
6,"2",20,2,4
6,"2",9,1,4
6,"2",4,0,4
6,"1",0,0,4
15,"1",67,1,3
15,"1",43,2,3
15,"1",52,2,3
15,"2",42,0,3
15,"1",23,2,3
15,"1",19,2,3
15,"2",17,2,3
15,"2",13,2,3
15,"1",10,1,3
15,"2",7,1,3
15,"1",13,1,3
15,"2",0,0,3
15,"1",19,1,3
15,"2",2,0,3
15,"1",19,2,3
1,"1",49,2,4
1,"2",37,2,4
2,"1",30,2,4
2,"2",23,2,4
4,"2",24,2,4
4,"1",1,0,4
4,"2",11,0,4
4,"1",4,0,4
6,"2",44,2,5
6,"2",23,3,5
6,"1",16,2,5
6,"1",15,2,5
6,"1",0,0,5
6,"2",13,1,5
4,"1",51,3,4
4,"2",46,0,4
4,"1",5,0,4
4,"2",16,1,4
5,"2",41,3,5
5,"2",16,2,5
5,"1",15,1,5
5,"1",17,1,5
5,"1",6,1,5
2,"1",48,2,5
2,"1",46,2,5
5,"1",62,2,5
5,"2",52,1,5
5,"1",17,2,5
5,"2",15,1,5
5,"2",8,0,5
5,"1",37,2,5
5,"2",37,2,5
5,"1",14,2,5
5,"1",7,0,5
5,"2",16,2,5
9,"2",42,3,5
9,"2",28,0,5
9,"1",22,2,5
9,"2",17,1,5
9,"1",15,1,5
9,"2",17,2,5
9,"1",15,2,5
9,"1",15,1,5
9,"1",0,0,5
9,"1",53,3,5
9,"2",48,3,5
9,"1",23,3,5
9,"1",24,2,5
9,"2",13,2,5
9,"1",12,1,5
9,"2",12,1,5
9,"1",5,0,5
9,"1",11,1,5
8,"1",29,2,4
8,"2",22,2,4
8,"2",20,0,4
8,"2",7,0,4
8,"2",2,0,4
8,"2",2,0,4
8,"1",26,2,4
8,"1",12,0,4
6,"1",39,1,5
6,"2",37,0,5
6,"1",19,2,5
6,"2",15,1,5
6,"2",14,1,5
6,"1",4,0,5
2,"1",26,3,4
2,"2",5,0,4
10,"2",34,1,3
10,"1",33,2,3
10,"2",19,2,3
10,"2",12,1,3
10,"1",14,1,3
10,"1",5,0,3
10,"1",3,0,3
10,"2",0,0,3
10,"2",0,0,3
10,"2",8,1,3
1,"1",44,2,5
4,"2",28,0,4
4,"1",36,2,4
4,"2",8,1,4
4,"2",6,0,4
5,"1",41,2,4
5,"2",40,0,4
5,"2",17,1,4
5,"1",15,1,4
5,"2",1,0,4
5,"1",37,1,4
5,"2",26,0,4
5,"2",12,0,4
5,"2",3,0,4
5,"2",0,0,4
4,"2",69,0,3
4,"2",15,1,3
4,"2",14,1,3
4,"2",5,0,3
7,"2",38,2,5
7,"1",39,2,5
7,"1",24,2,5
7,"1",20,2,5
7,"1",22,1,5
7,"2",6,1,5
7,"2",1,0,5
3,"2",27,1,4
3,"1",29,0,4
3,"2",7,0,4
1,"2",30,2,5
12,"2",51,3,5
12,"2",30,3,5
12,"2",27,3,5
12,"1",22,3,5
12,"2",19,1,5
12,"2",13,1,5
12,"2",10,0,5
12,"2",9,1,5
12,"1",9,1,5
12,"1",3,0,5
12,"2",0,0,5
12,"2",1,0,5
7,"1",56,3,5
7,"2",55,2,5
7,"2",32,2,5
7,"2",27,3,5
7,"1",13,1,5
7,"2",8,1,5
7,"2",3,0,5
3,"2",38,1,5
3,"2",17,2,5
3,"2",2,0,5
9,"2",37,2,5
9,"2",12,1,5
9,"2",18,2,5
9,"2",14,1,5
9,"1",4,0,5
9,"1",5,0,5
9,"1",16,1,5
9,"1",10,0,5
9,"1",79,0,5
1,"1",60,3,3
6,"1",38,2,4
6,"2",31,1,4
6,"2",13,1,4
6,"2",14,1,4
6,"2",8,1,4
6,"2",6,1,4
6,"1",30,2,5
6,"2",31,2,5
6,"1",12,1,5
6,"1",4,0,5
6,"1",4,0,5
6,"2",75,0,5
8,"2",33,2,5
8,"2",22,2,5
8,"2",23,1,5
8,"2",4,0,5
8,"1",3,0,5
8,"2",11,1,5
8,"2",12,1,5
8,"1",10,1,5
3,"2",26,1,4
3,"2",1,0,4
3,"1",6,1,4
7,"1",57,3,5
7,"2",47,3,5
7,"2",8,1,5
7,"2",14,1,5
7,"2",14,2,5
7,"2",17,2,5
7,"2",35,1,5
5,"2",38,0,4
5,"1",49,2,4
5,"2",13,1,4
5,"1",7,0,4
5,"1",4,0,4
7,"2",42,3,5
7,"2",34,3,5
7,"2",27,3,5
7,"1",6,0,5
7,"1",5,0,5
7,"1",3,0,5
7,"1",0,0,5
8,"1",43,2,4
8,"2",38,0,4
8,"2",25,2,4
8,"1",19,2,4
8,"1",17,2,4
8,"2",14,2,4
8,"2",10,1,4
8,"2",3,0,4
3,"2",18,2,4
3,"1",24,2,4
3,"1",0,0,4
5,"1",36,2,4
5,"2",29,0,4
5,"2",13,1,4
5,"2",11,1,4
5,"2",6,0,4
3,"2",29,2,5
3,"2",53,0,5
3,"1",1,0,5
6,"2",29,2,5
6,"1",32,3,5
6,"1",10,1,5
6,"2",6,0,5
6,"2",3,0,5
6,"2",8,0,5
1,"1",26,2,4
2,"2",28,2,4
2,"2",4,0,4
3,"2",27,0,4
3,"2",7,1,4
3,"2",15,1,4
4,"2",30,2,4
4,"1",35,2,4
4,"1",7,0,4
4,"1",0,0,4
4,"2",29,0,4
4,"1",34,0,4
4,"1",6,0,4
4,"1",2,0,4
4,"1",60,0,4
4,"2",35,0,4
4,"2",7,0,4
4,"2",2,0,4
3,"2",20,2,4
3,"1",33,2,4
3,"1",2,0,4
3,"1",45,2,5
3,"2",33,2,5
3,"2",5,0,5
1,"2",34,2,4
3,"1",29,0,4
3,"2",26,1,4
3,"1",5,0,4
6,"1",60,2,5
6,"2",49,2,5
6,"2",14,2,5
6,"1",7,1,5
6,"2",6,1,5
6,"1",7,0,5
2,"1",52,2,5
2,"2",49,2,5
1,"1",33,2,5
2,"1",56,2,4
2,"1",31,3,4
9,"2",43,0,4
9,"1",27,2,4
9,"1",21,2,4
9,"1",18,2,4
9,"1",12,1,4
9,"1",10,1,4
9,"2",23,2,4
9,"2",13,1,4
9,"1",5,0,4
6,"1",48,1,4
6,"2",38,0,4
6,"1",10,1,4
6,"1",7,0,4
6,"1",1,0,4
6,"2",14,0,4
8,"2",50,0,4
8,"2",23,2,4
8,"1",19,2,4
8,"1",14,1,4
8,"1",11,1,4
8,"2",7,0,4
8,"1",5,0,4
8,"1",0,0,4
3,"2",23,2,4
3,"1",26,2,4
3,"2",3,0,4
2,"1",24,2,4
2,"1",23,2,4
4,"1",33,3,4
4,"2",32,2,4
4,"1",14,1,4
4,"2",9,1,4
5,"2",38,3,5
5,"2",7,1,5
5,"1",3,0,5
5,"1",13,1,5
5,"1",45,2,5
5,"2",56,0,5
5,"1",15,2,5
5,"2",13,1,5
5,"1",8,0,5
5,"2",12,1,5
5,"1",52,0,4
5,"2",23,1,4
5,"2",18,1,4
5,"1",2,0,4
5,"1",1,0,4
3,"2",37,2,5
3,"2",10,1,5
3,"1",7,0,5
5,"1",32,2,3
5,"2",32,1,3
5,"2",13,1,3
5,"1",6,0,3
5,"1",3,0,3
3,"1",36,2,4
3,"2",35,2,4
3,"2",1,0,4
4,"2",36,2,5
4,"2",10,1,5
4,"2",13,1,5
4,"1",2,0,5
2,"1",35,2,5
2,"2",28,1,5
12,"2",50,2,5
12,"2",NA,0,5
12,"2",26,2,5
12,"2",23,2,5
12,"1",18,2,5
12,"1",17,2,5
12,"1",17,1,5
12,"1",10,1,5
12,"2",11,1,5
12,"2",12,1,5
12,"1",6,0,5
12,"1",7,0,5
4,"1",66,2,5
4,"2",53,0,5
4,"1",30,3,5
4,"1",18,2,5
4,"2",46,2,5
4,"2",18,2,5
4,"1",7,0,5
4,"1",49,2,5
6,"1",42,3,5
6,"2",42,3,5
6,"2",13,1,5
6,"1",8,1,5
6,"1",8,1,5
6,"2",3,0,5
1,"1",35,2,5
7,"1",37,3,5
7,"2",32,3,5
7,"2",18,2,5
7,"1",15,1,5
7,"2",12,1,5
7,"1",7,1,5
7,"1",18,2,5
6,"1",36,2,5
6,"2",34,2,5
6,"2",7,1,5
6,"1",1,0,5
6,"1",5,0,5
6,"2",12,1,5
4,"2",62,1,4
4,"2",12,1,4
4,"2",12,0,4
4,"1",3,0,4
3,"1",41,3,5
3,"1",25,2,5
3,"1",18,2,5
3,"1",34,2,4
3,"2",27,2,4
3,"1",1,0,4
3,"1",24,2,5
3,"1",36,2,5
3,"1",39,2,5
1,"1",42,1,5
2,"1",29,3,5
2,"1",26,2,5
4,"2",20,1,4
4,"2",12,1,4
4,"2",5,0,4
4,"1",1,0,4
1,"1",33,1,5
6,"1",56,2,5
6,"2",53,2,5
6,"1",27,3,5
6,"1",22,3,5
6,"2",25,3,5
6,"2",12,1,5
2,"1",50,2,5
2,"1",17,2,5
3,"2",24,2,5
3,"2",5,0,5
3,"1",27,2,5
2,"2",32,2,5
2,"1",12,1,5
5,"2",49,0,4
5,"1",23,2,4
5,"1",13,1,4
5,"2",15,1,4
5,"1",11,1,4
4,"2",44,1,4
4,"1",18,2,4
4,"1",16,2,4
4,"1",8,0,4
7,"1",40,2,5
7,"2",35,0,5
7,"1",12,1,5
7,"1",9,0,5
7,"2",19,0,5
7,"2",6,0,5
7,"2",3,0,5
2,"1",42,3,5
2,"2",29,2,5
2,"1",51,2,4
2,"2",40,2,4
8,"2",38,1,4
8,"1",40,3,4
8,"1",13,1,4
8,"2",10,1,4
8,"1",8,1,4
8,"2",6,0,4
8,"2",10,1,4
8,"2",12,2,4
7,"2",46,0,4
7,"1",4,0,4
7,"2",5,0,4
7,"1",5,0,4
7,"1",7,0,4
7,"2",21,1,4
7,"1",3,0,4
1,"2",25,1,3
2,"2",65,0,4
2,"1",19,0,4
2,"1",50,0,4
2,"1",16,1,4
3,"1",30,2,5
3,"2",19,1,5
3,"2",0,0,5
2,"1",22,2,5
2,"1",18,2,5
3,"2",38,0,5
3,"2",9,1,5
3,"2",12,1,5
5,"2",51,0,4
5,"2",23,1,4
5,"2",16,1,4
5,"1",14,1,4
5,"1",8,0,4
2,"2",28,2,4
2,"1",1,0,4
1,"1",30,2,4
1,"1",33,2,5
1,"1",29,1,5
2,"2",56,0,4
2,"1",57,0,4
1,"1",26,2,4
4,"1",60,2,4
4,"2",49,2,4
4,"2",12,1,4
4,"2",8,1,4
5,"2",29,2,5
5,"2",14,2,5
5,"2",11,1,5
5,"2",13,1,5
5,"2",4,0,5
2,"2",42,2,4
2,"2",18,2,4
4,"1",52,0,5
4,"2",41,0,5
4,"1",2,0,5
4,"1",0,0,5
4,"1",39,3,5
4,"2",28,2,5
4,"2",4,0,5
4,"1",1,0,5
3,"1",27,3,5
3,"1",6,0,5
3,"2",2,0,5
5,"1",48,2,5
5,"2",41,0,5
5,"2",23,3,5
5,"2",20,3,5
5,"2",7,1,5
5,"1",39,3,5
5,"2",33,2,5
5,"2",15,2,5
5,"2",14,2,5
5,"2",5,0,5
2,"1",24,2,5
2,"2",18,2,5
6,"2",29,0,5
6,"1",32,3,5
6,"1",8,0,5
6,"1",10,1,5
6,"1",24,2,5
6,"1",18,2,5
10,"2",54,0,5
10,"2",70,0,5
10,"2",22,2,5
10,"2",13,0,5
10,"1",17,0,5
10,"1",26,0,5
10,"1",19,2,5
10,"1",20,1,5
10,"1",21,2,5
10,"2",1,0,5
1,"1",26,2,5
4,"1",44,2,5
4,"2",15,2,5
4,"1",7,1,5
4,"1",9,1,5
3,"1",32,2,5
3,"2",21,2,5
3,"1",7,1,5
4,"1",27,1,4
4,"2",23,2,4
4,"1",4,0,4
4,"2",3,0,4
4,"2",32,2,5
4,"1",8,1,5
4,"2",5,0,5
4,"2",2,0,5
7,"1",48,2,4
7,"2",35,0,4
7,"1",20,1,4
7,"1",10,0,4
7,"1",24,1,4
7,"2",5,0,4
7,"2",13,1,4
9,"2",69,1,4
9,"1",66,2,4
9,"2",26,2,4
9,"2",7,0,4
9,"2",36,0,4
9,"1",1,0,4
9,"2",30,1,4
9,"1",6,0,4
9,"1",4,0,4
10,"1",53,2,5
10,"2",37,1,5
10,"2",32,3,5
10,"1",37,3,5
10,"1",15,1,5
10,"1",17,2,5
10,"2",8,1,5
10,"1",5,0,5
10,"1",22,3,5
10,"1",46,3,5
5,"1",66,2,5
5,"2",59,2,5
5,"2",30,3,5
5,"1",24,3,5
5,"1",16,2,5
5,"1",23,2,4
5,"1",20,2,4
5,"1",23,2,4
5,"2",16,2,4
5,"2",15,2,4
3,"1",25,3,5
3,"2",27,3,5
3,"2",26,2,5
2,"2",22,2,5
2,"2",17,2,5
4,"1",44,2,5
4,"2",39,2,5
4,"2",9,1,5
4,"1",4,0,5
8,"1",72,1,5
8,"2",63,0,5
8,"1",18,2,5
8,"1",14,1,5
8,"2",24,3,5
8,"1",19,2,5
8,"1",17,2,5
8,"1",1,0,5
2,"1",90,2,5
2,"2",60,2,5
3,"1",45,1,5
3,"1",14,2,5
3,"1",12,1,5
3,"1",40,2,4
3,"2",29,0,4
3,"2",3,0,4
4,"1",55,3,5
4,"2",52,3,5
4,"1",22,2,5
4,"1",7,0,5
3,"2",23,3,5
3,"2",12,1,5
3,"2",0,0,5
20,"2",70,0,5
20,"2",25,2,5
20,"2",22,2,5
20,"2",19,2,5
20,"2",17,1,5
20,"2",31,0,5
20,"2",35,0,5
20,"2",31,2,5
20,"2",16,2,5
20,"1",14,1,5
20,"1",11,1,5
20,"1",10,1,5
20,"1",15,1,5
20,"1",6,0,5
20,"2",10,0,5
20,"2",4,0,5
20,"2",5,0,5
20,"1",1,0,5
20,"2",0,0,5
20,"1",1,0,5
6,"1",39,1,5
6,"2",29,1,5
6,"2",9,0,5
6,"1",4,0,5
6,"2",2,0,5
6,"2",7,0,5
1,"1",46,2,5
3,"1",26,0,3
3,"2",18,0,3
3,"1",18,0,3
11,"2",58,0,4
11,"2",24,1,4
11,"2",9,0,4
11,"2",11,1,4
11,"2",13,1,4
11,"2",2,0,4
11,"1",5,0,4
11,"1",2,0,4
11,"2",10,0,4
11,"1",0,0,4
11,"1",16,1,4
15,"1",37,3,5
15,"2",33,3,5
15,"2",16,2,5
15,"2",11,1,5
15,"2",7,0,5
15,"2",7,0,5
15,"1",4,0,5
15,"2",28,3,5
15,"2",22,2,5
15,"2",11,1,5
15,"2",60,2,5
15,"2",40,2,5
15,"2",6,1,5
15,"1",7,NA,5
15,"2",18,2,5
5,"1",42,3,5
5,"2",34,2,5
5,"2",8,1,5
5,"2",11,1,5
5,"1",6,0,5
5,"1",67,2,5
5,"2",61,3,5
5,"2",20,3,5
5,"2",5,0,5
5,"1",18,2,5
7,"1",50,3,5
7,"2",28,0,5
7,"2",1,0,5
7,"2",0,0,5
7,"2",9,1,5
7,"2",7,0,5
7,"2",18,2,5
7,"1",25,3,5
7,"2",55,0,5
7,"2",10,1,5
7,"2",12,1,5
7,"1",15,2,5
7,"1",7,1,5
7,"2",13,1,5
10,"1",56,1,5
10,"2",46,0,5
10,"2",3,0,5
10,"2",17,2,5
10,"1",14,1,5
10,"2",10,0,5
10,"1",23,2,5
10,"2",22,2,5
10,"2",13,1,5
10,"2",4,0,5
4,"1",52,2,5
4,"2",20,2,5
4,"1",15,2,5
4,"2",9,1,5
2,"2",19,0,4
2,"2",2,0,4
3,"2",41,1,4
3,"2",16,2,4
3,"1",43,2,4
6,"2",39,1,4
6,"2",23,2,4
6,"2",17,2,4
6,"1",14,1,4
6,"1",13,1,4
6,"1",0,0,4
6,"2",73,0,4
6,"1",7,1,4
6,"2",5,0,4
6,"1",7,0,4
6,"1",6,0,4
6,"2",19,1,4
1,"1",49,0,4
9,"2",41,1,4
9,"1",27,2,4
9,"1",27,2,4
9,"1",19,2,4
9,"2",11,1,4
9,"2",9,1,4
9,"2",11,1,4
9,"2",13,1,4
9,"1",42,2,4
1,"1",22,2,5
5,"1",40,3,5
5,"2",37,3,5
5,"2",13,2,5
5,"2",9,1,5
5,"2",23,2,5
2,"1",40,2,4
2,"2",14,2,4
5,"2",54,1,4
5,"1",56,3,4
5,"2",13,2,4
5,"1",29,3,4
5,"2",27,2,4
4,"2",39,2,5
4,"1",31,0,5
4,"1",1,0,5
4,"2",4,0,5
1,"1",49,2,5
8,"2",38,0,5
8,"1",53,2,5
8,"2",17,1,5
8,"2",14,1,5
8,"1",5,0,5
8,"1",4,0,5
8,"1",24,2,5
8,"1",20,0,5
5,"2",36,2,5
5,"1",46,2,5
5,"2",10,1,5
5,"1",8,0,5
5,"1",12,1,5
6,"2",33,2,5
6,"1",41,2,5
6,"2",3,0,5
6,"1",19,2,5
6,"1",16,2,5
6,"2",59,1,5
4,"1",24,2,4
4,"2",19,2,4
4,"2",2,0,4
4,"2",0,0,4
5,"2",28,3,5
5,"1",35,2,5
5,"1",8,0,5
5,"1",10,0,5
5,"2",12,2,5
4,"1",27,2,3
4,"2",26,2,3
4,"2",9,1,3
4,"1",7,0,3
2,"2",22,2,5
2,"2",25,3,5
4,"2",29,2,5
4,"1",37,2,5
4,"1",7,0,5
4,"1",10,1,5
8,"1",49,2,5
8,"2",47,2,5
8,"2",21,3,5
8,"2",16,1,5
8,"1",14,2,5
8,"2",5,0,5
8,"1",2,0,5
8,"1",25,2,5
7,"2",28,2,5
7,"1",34,2,5
7,"1",18,2,5
7,"1",18,1,5
7,"2",67,0,5
7,"2",6,0,5
7,"2",0,0,5
2,"1",35,2,5
2,"1",16,2,5
10,"1",47,2,5
10,"2",30,2,5
10,"1",9,0,5
10,"2",34,0,5
10,"2",13,2,5
10,"2",10,1,5
10,"1",11,1,5
10,"1",3,0,5
10,"2",4,0,5
10,"2",0,0,5
6,"1",25,2,4
6,"1",18,1,4
6,"2",60,0,4
6,"2",5,0,4
6,"2",20,2,4
6,"2",36,0,4
3,"1",49,3,5
3,"1",13,2,5
3,"2",10,2,5
6,"2",29,2,3
6,"2",14,1,3
6,"2",12,1,3
6,"1",6,0,3
6,"1",4,0,3
6,"1",1,0,3
2,"1",86,1,3
2,"2",52,1,3
1,"2",29,2,4
